id,revenue
3118,16807109.117510993
3119,16807536.814691454
3120,16807631.886031553
3121,16807109.117510997
3122,16806961.884413943
3123,16806961.106565397
3124,16807109.11751099
3125,16807109.117510997
3126,16807078.18268596
3127,16807109.117510997
3128,16807078.18268596
3129,16807206.89584974
3130,16806972.260920428
3131,16807109.117510997
3132,16806973.18524171
3133,16807109.117511
3134,16807109.117510993
3135,16807109.117510997
3136,16806991.455486134
3137,16807652.74550399
3138,16806961.417035144
3139,16807056.80460733
3140,16807056.80460734
3141,16807004.53126067
3142,16807109.117510997
3143,16807637.37737503
3144,16807156.53353892
3145,16807109.117510997
3146,16806962.373253927
3147,16806976.179156214
3148,16807109.117510997
3149,16807483.776082274
3150,16807582.0564403
3151,16806964.033628065
3152,16807014.23728871
3153,16807109.117510997
3154,16806972.260920428
3155,16807028.31807473
3156,16806965.039127246
3157,16806963.17317858
3158,16807279.085866097
3159,16807109.117510997
3160,16806962.457044635
3161,16807109.117510997
3162,16807109.117510997
3163,16807037.311754037
3164,16806961.049740862
3165,16807109.117510997
3166,16807109.117510993
3167,16807235.497040138
3168,16807109.117510997
3169,16807109.117510997
3170,16806962.457044628
3171,16807109.117511
3172,16807125.910191745
3173,16806962.45704464
3174,16807109.117510997
3175,16807109.117510997
3176,16807046.813003805
3177,16807206.895849735
3178,16806966.190309223
3179,16806961.454289906
3180,16807109.117510997
3181,16806962.096292958
3182,16807538.033919368
3183,16806997.708543718
3184,16806985.77944584
3185,16807637.37737503
3186,16807165.280786794
3187,16807109.117510997
3188,16807004.53126067
3189,16807420.833775204
3190,16806963.17317858
3191,16806976.179156214
3192,16807109.117510997
3193,16807308.253205243
3194,16807446.918358814
3195,16807109.117510997
3196,16807109.117510997
3197,16807109.117510997
3198,16807629.750790246
3199,16807608.23214763
3200,16807004.53126067
3201,16807109.117510993
3202,16806968.57474436
3203,16807109.117510997
3204,16807109.117510997
3205,16807109.117510997
3206,16806966.190309223
3207,16807138.737193476
3208,16806967.102685317
3209,16806965.039127238
3210,16807481.79362377
3211,16807109.117510997
3212,16807138.737193476
3213,16807028.318074726
3214,16806966.068619363
3215,16806966.190309223
3216,16806991.455486134
3217,16807520.95607219
3218,16807109.11752215
3219,16806961.16570863
3220,16807351.58041641
3221,16806962.210815948
3222,16807109.117510993
3223,16807109.117510997
3224,16806961.01752581
3225,16806961.097934496
3226,16806963.17317858
3227,16807351.580416407
3228,16807652.74550399
3229,16807652.42185389
3230,16807004.53126067
3231,16807015.813115746
3232,16806970.192771636
3233,16807028.318074726
3234,16806961.03598712
3235,16807109.117510997
3236,16806961.385286555
3237,16807035.242864445
3238,16806978.359111167
3239,16807109.117510997
3240,16807571.88507562
3241,16807109.117510997
3242,16807109.117510997
3243,16807109.117510997
3244,16807109.117510997
3245,16806961.405393656
3246,16807078.182685964
3247,16806985.77944584
3248,16807279.0858661
3249,16807221.1305625
3250,16807536.814691454
3251,16807109.117510997
3252,16806965.257690553
3253,16807011.914555572
3254,16807109.117510993
3255,16806961.06002662
3256,16807037.311754033
3257,16806968.93174099
3258,16807109.117510997
3259,16807041.99997329
3260,16806968.93174099
3261,16807571.88507562
3262,16807151.869939703
3263,16807109.117510997
3264,16807109.11751099
3265,16807109.11751099
3266,16807109.11751099
3267,16806972.260920428
3268,16807109.11751099
3269,16807078.18268596
3270,16807279.0858661
3271,16807109.117510997
3272,16807078.18270051
3273,16806997.70854372
3274,16807638.782515135
3275,16806965.039127246
3276,16807109.117510997
3277,16806991.455486134
3278,16807556.929175936
3279,16807109.117510997
3280,16807462.225831836
3281,16807109.11752497
3282,16806961.385286555
3283,16807481.79362377
3284,16806997.70854372
3285,16807138.737205915
3286,16807109.117510993
3287,16807109.117510997
3288,16807011.914555572
3289,16807019.847645313
3290,16807165.280786794
3291,16806985.779445842
3292,16807615.14233062
3293,16807293.678524632
3294,16806972.260920428
3295,16806966.190309223
3296,16806961.02153305
3297,16806981.35576737
3298,16807420.8337752
3299,16806962.15283927
3300,16807107.301457718
3301,16807109.117510997
3302,16807109.117510997
3303,16807109.117510993
3304,16806980.68604341
3305,16807046.813003805
3306,16806961.454289913
3307,16807078.182685964
3308,16807078.18268596
3309,16807109.117510997
3310,16806961.454289902
3311,16807109.117510997
3312,16807109.117510997
3313,16807279.085866097
3314,16807109.117510993
3315,16807483.776082274
3316,16807028.318074726
3317,16807109.11751099
3318,16807109.117510997
3319,16807109.117510997
3320,16806997.708543718
3321,16806972.260920428
3322,16807109.117510997
3323,16807620.442105647
3324,16806991.4555062
3325,16807483.776082274
3326,16807649.503412038
3327,16807138.737193476
3328,16807138.737193476
3329,16806974.14639118
3330,16807637.377375025
3331,16807109.117510993
3332,16807109.73622751
3333,16807638.78251514
3334,16806961.695300896
3335,16807249.965164125
3336,16806976.179177046
3337,16807109.11751099
3338,16807004.53126067
3339,16807109.117510997
3340,16807506.6273698
3341,16806961.10411346
3342,16807006.72802051
3343,16807165.28078679
3344,16806963.17317858
3345,16807109.117510997
3346,16807138.737193476
3347,16807109.11751099
3348,16807279.085866097
3349,16807206.89584974
3350,16807615.142330613
3351,16807101.27993719
3352,16806961.786999464
3353,16807351.580416407
3354,16806963.17317858
3355,16807109.117510997
3356,16807028.318074726
3357,16807109.117510997
3358,16806965.039127246
3359,16807078.18268596
3360,16807109.117510997
3361,16807615.14233061
3362,16806964.033628065
3363,16806968.931740988
3364,16806967.625503387
3365,16806963.17317857
3366,16807547.691770535
3367,16807596.614872638
3368,16807109.117510997
3369,16807046.813003805
3370,16806972.26092043
3371,16807165.280786794
3372,16806964.033628065
3373,16807019.847645313
3374,16806962.499877427
3375,16807483.776082274
3376,16807078.18270154
3377,16807109.117510997
3378,16806998.34553111
3379,16807637.377375025
3380,16807192.82288507
3381,16807109.117510997
3382,16807109.117510993
3383,16807109.117510997
3384,16807078.18268596
3385,16807351.58041641
3386,16807109.117510997
3387,16807078.18268596
3388,16807637.377375025
3389,16807407.838535488
3390,16807109.117510997
3391,16806991.455486137
3392,16807109.117510997
3393,16806976.179156214
3394,16807615.14233061
3395,16807407.39864495
3396,16807109.117510997
3397,16806961.385286544
3398,16807624.82864856
3399,16807483.776082274
3400,16806968.93174099
3401,16806965.03912724
3402,16807109.117510997
3403,16806980.686043415
3404,16807109.117510997
3405,16807028.318074726
3406,16807648.624989618
3407,16807506.48626609
3408,16807178.9414048
3409,16807004.53126067
3410,16807078.18268596
3411,16807235.497040138
3412,16807138.737193473
3413,16807538.03391937
3414,16807109.117510997
3415,16806962.149365004
3416,16806961.326154746
3417,16807235.497040138
3418,16806980.686043404
3419,16807520.95607219
3420,16806963.173178583
3421,16806975.760823116
3422,16807109.117510997
3423,16807462.225831836
3424,16807109.117510993
3425,16806968.19137015
3426,16807109.117510997
3427,16807138.737193476
3428,16806961.060026623
3429,16806981.657901645
3430,16807419.526236434
3431,16807109.117510997
3432,16806966.19030922
3433,16806988.544946715
3434,16806961.38528656
3435,16807553.899100825
3436,16807645.79630897
3437,16807109.117510997
3438,16806974.146391176
3439,16807192.822885074
3440,16807206.89584974
3441,16807322.780749835
3442,16807109.117510997
3443,16806966.19030922
3444,16807109.117510997
3445,16807101.27993719
3446,16807109.117510993
3447,16807109.117510997
3448,16807025.721332405
3449,16806964.2231022
3450,16807165.28078679
3451,16807023.17210761
3452,16807028.318074726
3453,16807046.813003805
3454,16807206.895849735
3455,16806965.039127246
3456,16807308.253205243
3457,16806961.212155767
3458,16806964.03362806
3459,16807424.04309418
3460,16807011.914555572
3461,16807109.117510997
3462,16807004.53126067
3463,16807351.58041641
3464,16806961.06002662
3465,16806991.455486134
3466,16807056.80460733
3467,16807109.117510997
3468,16807322.78075248
3469,16807109.117510993
3470,16807109.117510993
3471,16806968.931740988
3472,16806968.931740988
3473,16807206.89584974
3474,16807011.914555576
3475,16807506.48626609
3476,16807109.117510997
3477,16807037.31175403
3478,16807109.117510997
3479,16807648.624989614
3480,16806966.190309223
3481,16806961.309943005
3482,16806962.45704464
3483,16807109.117524978
3484,16807109.117510997
3485,16807322.780749835
3486,16807556.92917594
3487,16807056.804607328
3488,16806966.19033056
3489,16807109.117510997
3490,16807221.1305625
3491,16806968.93174099
3492,16806962.45704464
3493,16807138.737193476
3494,16807109.117510997
3495,16807351.58041641
3496,16807109.117510997
3497,16807138.737193473
3498,16807056.804607328
3499,16806964.033628065
3500,16807109.117510997
3501,16807420.8337752
3502,16807089.527610015
3503,16806981.65790165
3504,16807538.03391937
3505,16806961.38528656
3506,16807351.580417722
3507,16807488.62365079
3508,16807109.117510997
3509,16807109.117510997
3510,16806991.455486137
3511,16807420.833775204
3512,16807651.889842197
3513,16806964.418384038
3514,16806976.179177053
3515,16806978.359111167
3516,16807109.117510997
3517,16807434.307525378
3518,16807028.318074726
3519,16807109.117510997
3520,16807109.117510997
3521,16807109.117510997
3522,16806962.210815948
3523,16807109.117510997
3524,16807293.678524632
3525,16807637.377375063
3526,16807109.117510997
3527,16807109.117510997
3528,16807125.910191745
3529,16807462.225831836
3530,16807351.580416407
3531,16807008.153470248
3532,16807078.18268597
3533,16807078.18268596
3534,16806961.695300885
3535,16807637.377375025
3536,16806991.455486137
3537,16807538.03391937
3538,16806972.26092042
3539,16807138.737193473
3540,16807078.182685964
3541,16806968.047701932
3542,16807067.267870076
3543,16807109.117510997
3544,16807091.265057866
3545,16806968.93174099
3546,16807109.117510993
3547,16807652.745503996
3548,16807428.94737442
3549,16806961.359289955
3550,16807471.429156665
3551,16807483.776082274
3552,16807008.894620568
3553,16806964.033628054
3554,16807638.782515135
3555,16807637.37737503
3556,16807178.9414048
3557,16806997.708543718
3558,16807652.745503996
3559,16807004.53126067
3560,16807109.117524978
3561,16807279.0858661
3562,16806968.93175788
3563,16806961.609288625
3564,16807109.117510997
3565,16806966.640503272
3566,16806974.14639118
3567,16806966.190309223
3568,16806963.17317858
3569,16807629.75077682
3570,16807109.117510997
3571,16807206.895849735
3572,16807633.607958816
3573,16807109.117510997
3574,16807089.527610015
3575,16806976.179156214
3576,16807113.41578672
3577,16807109.117510997
3578,16806991.455486137
3579,16807078.182685956
3580,16807109.117510997
3581,16806979.737651356
3582,16807446.918358814
3583,16806961.09358475
3584,16806991.455486137
3585,16807125.910191745
3586,16806968.336506598
3587,16807109.117510997
3588,16806972.260920428
3589,16806964.03362806
3590,16807109.117510997
3591,16807440.20780489
3592,16807109.117511
3593,16807109.117510993
3594,16806961.01752912
3595,16807028.318074726
3596,16807101.27993719
3597,16807109.117510997
3598,16807138.737193476
3599,16807004.531260673
3600,16806961.33616583
3601,16807109.117510997
3602,16806962.230522636
3603,16806963.84995624
3604,16806965.482106015
3605,16807037.311754033
3606,16807109.117510997
3607,16807078.182685964
3608,16807652.73755366
3609,16807109.117511008
3610,16807125.910191745
3611,16807109.117510997
3612,16806961.115563605
3613,16807109.11751099
3614,16807420.833775204
3615,16807001.049222186
3616,16807109.117510997
3617,16806965.03912724
3618,16807322.78074983
3619,16806961.01762083
3620,16807506.627369802
3621,16807481.79362377
3622,16807308.253205243
3623,16807649.503412038
3624,16807109.117510993
3625,16807109.117524974
3626,16807046.813003805
3627,16807078.18268596
3628,16807630.805374835
3629,16806991.455486137
3630,16807109.117510997
3631,16807637.377375025
3632,16807109.117510997
3633,16807279.085871212
3634,16807109.117510997
3635,16806963.01845329
3636,16807046.813003805
3637,16806961.695300896
3638,16806994.51030704
3639,16807652.737553664
3640,16807481.79362377
3641,16807109.117510997
3642,16807109.117511008
3643,16806985.77944584
3644,16806971.91600575
3645,16807046.8130038
3646,16806966.190309223
3647,16807028.318074714
3648,16806963.018431805
3649,16806962.210815944
3650,16806963.17317858
3651,16807407.838535488
3652,16807109.117510997
3653,16807538.03391937
3654,16807109.117524978
3655,16807007.417875294
3656,16807109.117511004
3657,16807109.117510997
3658,16807109.117510997
3659,16807279.085866123
3660,16807652.74550399
3661,16806985.779445827
3662,16807206.895849735
3663,16807506.48626609
3664,16807109.117510997
3665,16807109.117510997
3666,16806965.039127246
3667,16807483.776082274
3668,16807078.18268596
3669,16806976.179156214
3670,16807078.182685964
3671,16807109.117510997
3672,16807109.117510997
3673,16807649.503412038
3674,16806972.260920428
3675,16807446.748404033
3676,16807420.833775204
3677,16806961.042612873
3678,16806991.455486134
3679,16807293.678524632
3680,16806977.91137445
3681,16806965.948391248
3682,16807564.61114679
3683,16806962.457044635
3684,16807420.833775204
3685,16807615.142330613
3686,16806961.067307167
3687,16807648.624989618
3688,16807109.117510997
3689,16807109.117510997
3690,16807483.776082274
3691,16806970.522740554
3692,16807109.117510997
3693,16807206.89584974
3694,16807192.822885074
3695,16807351.58041641
3696,16806963.67208117
3697,16807028.318074726
3698,16807078.182685964
3699,16806961.264228396
3700,16807109.117510997
3701,16807351.58041641
3702,16806961.054772038
3703,16807221.1305625
3704,16807078.182685964
3705,16807138.737193476
3706,16807028.318074726
3707,16806962.457044624
3708,16806991.455486134
3709,16807481.79362377
3710,16807109.117510997
3711,16807109.117510997
3712,16807125.91019175
3713,16806991.455486126
3714,16806961.089653574
3715,16806976.17915621
3716,16806974.541162424
3717,16807109.117510997
3718,16807109.117510997
3719,16807078.18268597
3720,16807109.117510997
3721,16806961.124877706
3722,16807235.497040138
3723,16807109.11751099
3724,16806991.455486134
3725,16807109.117510997
3726,16806961.106565394
3727,16807652.74550399
3728,16807596.614872638
3729,16806961.454289917
3730,16807279.0858661
3731,16807649.50341204
3732,16807109.117510997
3733,16807648.624989618
3734,16807446.748404033
3735,16807011.914555572
3736,16806968.93174099
3737,16807109.117510997
3738,16806962.457044635
3739,16806973.757512048
3740,16806961.454289917
3741,16807067.26787008
3742,16807351.58041641
3743,16806988.544946715
3744,16807582.056440305
3745,16807138.737193476
3746,16807637.377375025
3747,16806961.022685897
3748,16806974.9418253
3749,16807109.117510993
3750,16807109.117510997
3751,16806971.001003195
3752,16806965.25769055
3753,16807109.117510997
3754,16807056.804607328
3755,16807138.737193476
3756,16807109.117510997
3757,16807454.04481934
3758,16807351.58041641
3759,16806962.33106407
3760,16807649.50341204
3761,16807056.804607328
3762,16807571.88507562
3763,16807206.895849735
3764,16807138.737193476
3765,16807109.11752497
3766,16806972.260920428
3767,16806972.260920428
3768,16806961.914721884
3769,16807109.117510997
3770,16807109.11752497
3771,16807078.18268596
3772,16807109.117510997
3773,16807004.53126067
3774,16806965.039127234
3775,16807582.0564403
3776,16807483.776082277
3777,16806964.03362806
3778,16807109.117510997
3779,16807109.117510997
3780,16807109.117510997
3781,16807138.737193476
3782,16806961.071206354
3783,16807351.58041641
3784,16806961.449990157
3785,16807428.94737442
3786,16806963.500018608
3787,16807608.23214763
3788,16807520.956072196
3789,16807109.117510997
3790,16807109.11752497
3791,16807004.53126067
3792,16807109.11751099
3793,16807109.117510997
3794,16806980.68604341
3795,16807571.88507562
3796,16806969.58204574
3797,16806966.19030922
3798,16807028.31809289
3799,16807109.117510997
3800,16806968.3365066
3801,16807279.0858661
3802,16807109.117510997
3803,16806965.03912724
3804,16807109.117510997
3805,16807109.117524967
3806,16807013.457564633
3807,16807109.117510993
3808,16806962.457044624
3809,16807004.53126067
3810,16807109.117510997
3811,16807109.117510997
3812,16806961.292377133
3813,16806961.020322382
3814,16807109.11751099
3815,16807078.182685964
3816,16807582.056440305
3817,16806997.708543725
3818,16807351.58041641
3819,16806968.931740988
3820,16807279.085866097
3821,16807206.895849735
3822,16807028.755455483
3823,16807056.804607328
3824,16806971.453884397
3825,16807109.117510997
3826,16807206.89584974
3827,16807652.74550399
3828,16806961.03598712
3829,16807109.117510997
3830,16807138.737193476
3831,16806961.01752567
3832,16807637.377375025
3833,16807483.776082274
3834,16807109.117510997
3835,16806963.173178572
3836,16806978.359111164
3837,16807078.18268596
3838,16806968.931757882
3839,16807109.117510997
3840,16807279.0858661
3841,16806961.042612873
3842,16806961.454289917
3843,16807172.948245734
3844,16807109.117510997
3845,16806961.019939307
3846,16807109.11751099
3847,16807109.117510993
3848,16807109.117510997
3849,16807434.01419379
3850,16806988.544946715
3851,16807056.80460733
3852,16806997.708543718
3853,16807420.833772875
3854,16807109.117510997
3855,16807109.117510997
3856,16807109.117510993
3857,16807424.04309418
3858,16807109.117510997
3859,16807109.117510997
3860,16807004.53126067
3861,16806985.779445842
3862,16806961.454289913
3863,16807459.52592119
3864,16807089.527610015
3865,16807249.96516413
3866,16806972.260920428
3867,16807637.377375025
3868,16806962.457044624
3869,16807279.085866097
3870,16807351.58041641
3871,16807440.20780489
3872,16806963.173178583
3873,16807015.813115746
3874,16807109.117510997
3875,16807178.941404797
3876,16806961.03084912
3877,16807019.84764531
3878,16807178.9414048
3879,16807481.79362377
3880,16807151.869939703
3881,16807109.11751099
3882,16807109.117510997
3883,16806965.03912724
3884,16807645.796323273
3885,16807004.53126067
3886,16807056.804607328
3887,16806962.457044628
3888,16806963.74253595
3889,16807109.117510997
3890,16807565.739231817
3891,16806966.190309223
3892,16807109.117510997
3893,16807462.225827035
3894,16807322.78074983
3895,16807028.318074726
3896,16807206.89584974
3897,16807109.11752497
3898,16807113.41578673
3899,16807428.94737442
3900,16806961.872825515
3901,16806961.03104796
3902,16807109.117510997
3903,16807109.11752497
3904,16806969.044436414
3905,16806968.931740988
3906,16807078.182685964
3907,16807109.117510997
3908,16807109.117510997
3909,16806961.042612873
3910,16806965.03912724
3911,16806961.695300896
3912,16806983.15963168
3913,16807308.253205243
3914,16806991.455486134
3915,16807649.50341204
3916,16807109.117510993
3917,16807109.11751099
3918,16806991.455486134
3919,16807206.89584974
3920,16807101.27993719
3921,16807109.11752215
3922,16807078.18268596
3923,16807078.18268596
3924,16806991.455486134
3925,16807608.232147634
3926,16807109.117510997
3927,16807279.085866097
3928,16807582.0564403
3929,16807165.28078681
3930,16807109.117510997
3931,16807004.53126067
3932,16807109.117510997
3933,16807011.914555572
3934,16807178.941404797
3935,16806961.017603647
3936,16807109.117510997
3937,16807582.0564403
3938,16806972.260920428
3939,16807018.217617825
3940,16806965.829142787
3941,16806988.54494671
3942,16807571.885075625
3943,16807407.838535488
3944,16807109.117510993
3945,16807028.31807473
3946,16807109.117510997
3947,16807206.895849735
3948,16806962.03545649
3949,16807109.11752497
3950,16807109.117510997
3951,16806961.2781266
3952,16807101.27993719
3953,16807538.03391937
3954,16807462.225831836
3955,16807109.117510997
3956,16807351.58041641
3957,16807109.117510997
3958,16806961.03598712
3959,16806976.179156214
3960,16807109.117510997
3961,16807101.279937185
3962,16807109.117510997
3963,16806974.14639118
3964,16807401.358870476
3965,16807637.377375025
3966,16807046.8130038
3967,16807481.79362377
3968,16807138.737193476
3969,16807109.117510997
3970,16806980.68604341
3971,16806997.708543718
3972,16807109.117510997
3973,16807078.182685964
3974,16807109.117510993
3975,16807206.89584974
3976,16807351.58041641
3977,16807582.0564403
3978,16807620.442105647
3979,16807109.117510997
3980,16807109.117510997
3981,16806964.619478807
3982,16806961.33972602
3983,16806991.455486134
3984,16807483.776082274
3985,16807109.117510993
3986,16807398.48775623
3987,16807407.39864495
3988,16806997.70854372
3989,16806991.455486134
3990,16807028.318074726
3991,16807109.117510997
3992,16807109.117510997
3993,16807046.813003805
3994,16807206.89584974
3995,16807138.737193476
3996,16807028.31807473
3997,16806974.14639118
3998,16807483.776082274
3999,16807109.117510997
4000,16807351.58041641
4001,16806966.95119253
4002,16807652.68014236
4003,16807109.11751099
4004,16807138.737205908
4005,16806961.16570864
4006,16807078.18268596
4007,16807109.117510997
4008,16806977.033484872
4009,16806991.455486134
4010,16807109.117510997
4011,16806980.6860434
4012,16807615.14233061
4013,16807125.910191745
4014,16807109.11751099
4015,16807235.497040138
4016,16807078.182685956
4017,16807008.153470244
4018,16807279.085866097
4019,16807638.782515135
4020,16807109.117510997
4021,16807206.89584974
4022,16807109.117510997
4023,16807637.377375025
4024,16807109.117510997
4025,16807109.117510997
4026,16807019.847645305
4027,16807293.678524632
4028,16806962.825881075
4029,16807109.117510997
4030,16806991.455486134
4031,16807620.44210565
4032,16807109.117510997
4033,16807109.117510997
4034,16807109.117510997
4035,16807206.89584974
4036,16807109.117510997
4037,16807109.117510997
4038,16806966.190309223
4039,16807109.117510993
4040,16806966.190309223
4041,16807109.117510997
4042,16807151.8699397
4043,16806966.438076075
4044,16807365.797125537
4045,16806983.159631677
4046,16806961.884392407
4047,16807415.343611203
4048,16806963.17317858
4049,16806961.01752535
4050,16807109.117510997
4051,16807462.225831836
4052,16806985.77944584
4053,16806961.07414105
4054,16806962.45704464
4055,16807028.318074726
4056,16806972.260920428
4057,16807109.11751099
4058,16806961.280948523
4059,16806964.033628065
4060,16807206.895849735
4061,16807178.9414048
4062,16807101.27993719
4063,16806965.039127246
4064,16807446.748404033
4065,16807538.033919368
4066,16807109.117510997
4067,16807004.53126067
4068,16807109.117510997
4069,16806966.19030922
4070,16806962.457044635
4071,16807109.117510997
4072,16807109.117510997
4073,16807351.58041641
4074,16806961.117384654
4075,16806963.173178572
4076,16807028.31807473
4077,16807633.770957027
4078,16806966.19030922
4079,16807483.776082274
4080,16807109.117510997
4081,16807109.117510997
4082,16807649.503412038
4083,16806991.455486134
4084,16807109.117510997
4085,16807004.53126067
4086,16807459.52592119
4087,16807028.318074726
4088,16807028.318074726
4089,16806976.179156207
4090,16806966.413036082
4091,16807351.580417648
4092,16807004.531260673
4093,16807101.27993719
4094,16806961.08675809
4095,16807637.377375025
4096,16807109.117510997
4097,16807028.318074726
4098,16807011.91455557
4099,16806961.432994872
4100,16807138.737193476
4101,16807067.26787008
4102,16806972.260920428
4103,16807138.737193476
4104,16807109.117510997
4105,16807109.117510997
4106,16807109.11751099
4107,16807109.117510993
4108,16807138.73719348
4109,16807109.117510997
4110,16806974.146391176
4111,16806961.884392407
4112,16806980.68604341
4113,16806961.454289913
4114,16807351.58041641
4115,16806976.17915621
4116,16807028.318089206
4117,16806965.52069036
4118,16807028.318074726
4119,16807351.58041641
4120,16807109.117510993
4121,16806965.482086062
4122,16807648.624989618
4123,16807109.117510997
4124,16807165.280795626
4125,16806964.033628065
4126,16807028.318074726
4127,16807109.117510997
4128,16807109.117510997
4129,16807109.117510997
4130,16807109.117510993
4131,16807608.23214763
4132,16807351.58041641
4133,16807078.18268596
4134,16806974.146391176
4135,16807138.737193476
4136,16807571.88507562
4137,16806977.911353625
4138,16807078.18268596
4139,16806964.03362806
4140,16806962.726231497
4141,16806961.385286555
4142,16806985.77944584
4143,16807206.895849735
4144,16806961.089653574
4145,16806968.93174099
4146,16806965.257690553
4147,16807109.117510997
4148,16806980.68604341
4149,16806963.963243585
4150,16807109.117510997
4151,16807109.117510997
4152,16807069.955069117
4153,16806963.3336983
4154,16806961.786999464
4155,16807008.153470244
4156,16806963.67208117
4157,16806968.93175788
4158,16807028.318074726
4159,16807138.737193476
4160,16807652.745503996
4161,16807109.117510997
4162,16806977.03348488
4163,16807483.776082274
4164,16806991.455486134
4165,16807109.117510997
4166,16807109.117510997
4167,16807322.78074983
4168,16806961.454289902
4169,16807109.117510997
4170,16807109.117510997
4171,16807351.580417495
4172,16807506.627369802
4173,16806961.212177332
4174,16806962.44117553
4175,16806961.6953009
4176,16807067.267870083
4177,16807109.117510997
4178,16807462.225831836
4179,16807109.117510997
4180,16807652.745503996
4181,16807067.267870083
4182,16806964.033628065
4183,16807151.869939703
4184,16806972.260920428
4185,16806972.26092042
4186,16807109.11752498
4187,16806997.70854372
4188,16807138.737193476
4189,16807109.117510997
4190,16807109.117510993
4191,16807109.117510997
4192,16806961.042612873
4193,16807434.307525378
4194,16807360.12790574
4195,16807109.117510997
4196,16807109.117510997
4197,16806974.146391172
4198,16806961.165730204
4199,16806962.457044635
4200,16807351.58041641
4201,16807138.737193473
4202,16807587.50093701
4203,16806967.48770474
4204,16807125.910191745
4205,16807109.117510997
4206,16806980.686043408
4207,16807514.996861905
4208,16807428.94737442
4209,16807004.531260673
4210,16807486.1262429
4211,16807037.31175403
4212,16807428.94737442
4213,16806974.14639118
4214,16806972.260941457
4215,16807109.117510997
4216,16806961.592997532
4217,16807109.117510997
4218,16807046.813003805
4219,16807028.31809168
4220,16807004.53126067
4221,16807109.117510997
4222,16807109.117510997
4223,16807351.580417495
4224,16807109.117510997
4225,16807004.53126067
4226,16806972.260920428
4227,16806963.17317858
4228,16807109.11751099
4229,16807501.052402668
4230,16807206.89584974
4231,16806985.779445834
4232,16807109.117510997
4233,16807235.497040138
4234,16806991.455486137
4235,16807109.117524046
4236,16807109.117510997
4237,16807028.31807473
4238,16807206.895849735
4239,16807420.8337752
4240,16807590.248338662
4241,16807240.550864782
4242,16806961.089653574
4243,16807109.117510997
4244,16807483.776082274
4245,16807109.117510997
4246,16807109.117510997
4247,16807113.415786725
4248,16806964.03362806
4249,16807420.8337752
4250,16807046.813003805
4251,16807109.117510997
4252,16807582.0564403
4253,16807206.895849735
4254,16807028.318074726
4255,16807046.813003805
4256,16807590.248327043
4257,16807652.745503996
4258,16807101.27993719
4259,16807109.117510997
4260,16807637.377375025
4261,16806972.260920428
4262,16806961.14459174
4263,16806972.260920428
4264,16807440.20780489
4265,16807109.117510997
4266,16807109.117510993
4267,16806964.033649508
4268,16806966.19030922
4269,16806965.03912724
4270,16807462.225831836
4271,16807483.776082274
4272,16807109.117510997
